set_num,name,year,num_parts,theme_name,parent_theme
9302-1,Creator Community Builders,2004,1690.0,Creator,Educational and Dacta
9303-1,Creator Community Builders,2004,1190.0,Creator,Educational and Dacta
9305-1,Jack Stone Transportation,2003,,4 Juniors,Educational and Dacta
9306-1,Creator Bulk,2003,610.0,Creator,Creator
9310-1,Dinosaurs Set,2001,4.0,Dinosaurs,Educational and Dacta
931-1,White Bricks,1973,,Supplemental,Universal Building Set
9311-1,City Buildings Set,2010,,Town,Educational and Dacta
9314-1,Rescue Service Set,2010,,Town,Educational and Dacta
9320-1,Voyage into Space,2003,,Space,Educational and Dacta
932-1,Blue and Yellow Bricks,1973,45.0,Supplemental,Universal Building Set
9322-1,Town Developers Set,2007,1835.0,Town,Educational and Dacta
9324-1,Micro Building Set,2007,,Town,Educational and Dacta
933-1,Doors and Windows,1973,38.0,Supplemental,Universal Building Set
9331-1,BuildToExpress Set,2009,207.0,Educational and Dacta,Educational and Dacta
9333-1,Vehicles,2010,,Town,Educational and Dacta
9334-1,Animals,2010,1082.0,Educational and Dacta,Educational and Dacta
9335-1,Space & Airport Set,2010,1182.0,Town,Educational and Dacta
9337-1,Harbor Set,2011,906.0,Town,Educational and Dacta
9338-1,LEGO SERIOUS Play mini-kit,2011,57.0,Educational and Dacta,Educational and Dacta
934-1,"Roof Bricks, 45 Degrees",1973,,Supplemental,Universal Building Set
9348-1,Community Minifigures,2011,264.0,Town,Educational and Dacta
9349-1,Fairytale and Historic Minifigures,2011,,Educational and Dacta,Educational and Dacta
935-1,"Roof Bricks, 33 Degrees",1973,43.0,Supplemental,Universal Building Set
9353-1,Dacta Theme Set,1991,900.0,Town,Educational and Dacta
9354-1,Town Street Theme,1991,,Town,Educational and Dacta
9355-1,Dacta Space Theme Set,1990,,Space,Educational and Dacta
9356-1,Town Environment,1986,639.0,Town,Educational and Dacta
9360-1,{Roadplates and Scenery},1986,85.0,Town,Educational and Dacta
936-1,Wheels and Tires,1973,,Supplemental,Universal Building Set
9361-1,People,1991,174.0,Town,Educational and Dacta
9362-1,Road Plates,1991,,Town,Educational and Dacta
9364-1,Hospital,1993,584.0,Town,Educational and Dacta
9365-1,Lego Dacta Community Vehicles,1993,739.0,Town,Educational and Dacta
9369-1,Lego Dacta Community Vehicles,1998,6.0,Town,Educational and Dacta
9370-1,Lego System Road Plates,1998,10.0,Town,Educational and Dacta
937-1,Doors and Fences,1973,34.0,Supplemental,Universal Building Set
9371-1,Town Vehicles,1999,,Town,Educational and Dacta
9373-1,Lego System Road Plates,2003,5.0,Town,Educational and Dacta
9376-1,Lego Dacta Castle Set,1997,,Castle,Educational and Dacta
9377-1,Lego Dacta Adventurers Set,1998,3.0,Adventurers,Educational and Dacta
9380-1,Lego Technic Racers,1998,,Technic,Educational and Dacta
938-1,"Plates, Hinges and Turntables",1973,,Supplemental,Universal Building Set
9384-1,Bricks,2010,,Supplemental,Educational and Dacta
9385-1,Sceneries Set,2010,1229.0,Creator,Creator
9386-1,Doors Windows & Roof Tiles,2010,,Supplemental,Educational and Dacta
9387-1,Wheels Set,2011,286.0,Educational and Dacta,Educational and Dacta
9388-1,Small building plates,2012,22.0,Educational and Dacta,Educational and Dacta
9389-1,Community Starter Set,2012,,Educational and Dacta,Educational and Dacta
9390-1,Mini Tow Truck,2012,138.0,Technic,Technic
939-1,"Flags, Trees and Road Signs",1972,19.0,Supplemental,Universal Building Set
9391-1,Mini Crane,2012,218.0,Model,Technic
9392-1,Quad Bike,2012,,Model,Technic
9393-1,Tractor,2012,353.0,Model,Technic
9394-1,Jet Plane,2012,,Model,Technic
9395-1,Pick-Up Tow Truck,2012,,Model,Technic
9396-1,Helicopter,2012,,Model,Technic
9397-1,Logging Truck,2012,1311.0,Technic,Technic
9398-1,4 x 4 Crawler,2012,,Off-Road,Technic
940-1,"Flags, Signs and Trees",1973,18.0,Supplemental,Universal Building Set
941-1,Black and Clear Bricks,1974,,Supplemental,Universal Building Set
9440-1,Venomari Shrine,2012,86.0,Ninjago,Ninjago
9441-1,Kai’s Blade Cycle,2012,187.0,Ninjago,Ninjago
9442-1,Jay's Storm Fighter,2012,,Ninjago,Ninjago
9443-1,Rattlecopter,2012,,Ninjago,Ninjago
9444-1,Cole’s Tread Assault,2012,,Ninjago,Ninjago
9445-1,Fangpyre Truck Ambush,2012,451.0,Ninjago,Ninjago
9446-1,Destiny's Bounty,2012,683.0,Ninjago,Ninjago
9447-1,Lasha's Bite Cycle,2012,248.0,Ninjago,Ninjago
9448-1,Samurai Mech,2012,451.0,Ninjago,Ninjago
9449-1,Ultra Sonic Raider,2012,620.0,Ninjago,Ninjago
9450-1,Epic Dragon Battle,2012,,Ninjago,Ninjago
9452-1,Giant Lego Topic Set,1991,2195.0,Universal Building Set,Educational and Dacta
9453-1,Universal School Set,1997,,Universal Building Set,Educational and Dacta
9454-1,Function Set,1992,350.0,Universal Building Set,Educational and Dacta
9455-1,Fangpyre Mech,2012,246.0,Ninjago,Ninjago
9456-1,Spinner Battle Arena,2012,,Ninjago,Ninjago
9457-1,Crane Wrecking Ball,2012,414.0,Ninjago,Ninjago
9461-1,The Swamp Creature,2012,,Monster Fighters,Monster Fighters
9462-1,The Mummy,2012,,Monster Fighters,Monster Fighters
9463-1,The Werewolf,2012,243.0,Monster Fighters,Monster Fighters
9464-1,The Vampire Hearse,2012,,Monster Fighters,Monster Fighters
9465-1,The Zombies,2012,447.0,Monster Fighters,Monster Fighters
9466-1,The Crazy Scientist & His Monster,2012,429.0,Monster Fighters,Monster Fighters
9467-1,The Ghost Train,2012,,Monster Fighters,Monster Fighters
9468-1,The Vampyre Castle,2012,942.0,Monster Fighters,Monster Fighters
9469-1,Gandalf Arrives,2012,83.0,The Fellowship of the Ring,The Hobbit and Lord of the Rings
9470-1,Shelob Attacks,2012,227.0,The Return of the King,The Hobbit and Lord of the Rings
9471-1,Uruk-hai Army,2012,257.0,The Two Towers,The Hobbit and Lord of the Rings
9472-1,Attack on Weathertop,2012,429.0,The Fellowship of the Ring,The Hobbit and Lord of the Rings
9473-1,The Mines of Moria,2012,780.0,The Fellowship of the Ring,The Hobbit and Lord of the Rings
9474-1,The Battle of Helm’s Deep,2012,1365.0,The Two Towers,The Hobbit and Lord of the Rings
9476-1,The Orc Forge,2012,362.0,The Two Towers,The Hobbit and Lord of the Rings
9478-1,Fransesco Bernoulli,2012,49.0,Cars,Cars
9479-1,Ivan Mater,2012,,Cars,Cars
9480-1,Finn McMissile,2012,52.0,Cars,Cars
948-1,Go-Kart,1978,,Expert Builder,Technic
9481-1,Jeff Gorvette,2012,54.0,Cars,Cars
9483-1,Agent Mater’s Escape,2012,,Cars,Cars
9484-1,Red’s Water Rescue,2012,,Cars,Cars
9485-1,Ultimate Race Set,2012,279.0,Cars,Cars
9486-1,Oil Rig Escape,2012,421.0,Cars,Cars
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,2012,,Star Wars Clone Wars,Star Wars
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,,Star Wars Episode 4/5/6,Star Wars
9490-1,Droid Escape,2012,136.0,Star Wars Episode 4/5/6,Star Wars
9491-1,Geonosian Cannon,2012,133.0,Star Wars Clone Wars,Star Wars
9492-1,TIE Fighter,2012,413.0,Star Wars Episode 4/5/6,Star Wars
9493-1,X-wing Starfighter,2012,559.0,Star Wars Episode 4/5/6,Star Wars
9494-1,Anakin's Jedi Interceptor,2012,,Star Wars Episode 3,Star Wars
9495-1,Gold Leader's Y-wing Starfighter,2012,,Star Wars Episode 4/5/6,Star Wars
9496-1,Desert Skiff,2012,220.0,Star Wars Episode 4/5/6,Star Wars
9497-1,Republic Striker Starfighter,2012,378.0,Star Wars,Star Wars
9498-1,Saesee Tiin's Jedi Starfighter,2012,,Star Wars Clone Wars,Star Wars
9499-1,Gungan Sub,2012,464.0,Star Wars Episode 1,Star Wars
9500-1,Sith Fury-class Interceptor,2012,,Star Wars Other,Star Wars
950-1,Fork Lift,1979,,Expert Builder,Technic
9509-1,"Advent Calendar 2012, Star Wars",2012,25.0,Star Wars,Seasonal
9509-10,"Advent Calendar 2012, Star Wars (Day 9) - Imperial Officer",2012,,Star Wars,Seasonal
9509-11,"Advent Calendar 2012, Star Wars (Day 10) - AT-AT Walker",2012,13.0,Star Wars,Seasonal
9509-12,"Advent Calendar 2012, Star Wars (Day 11) - Hoth Blaster Station",2012,,Star Wars,Seasonal
9509-13,"Advent Calendar 2012, Star Wars (Day 12) - Hoth Rebel Trooper",2012,6.0,Star Wars,Seasonal
9509-14,"Advent Calendar 2012, Star Wars (Day 13) - Gonk Droid (GNK Power Droid)",2012,14.0,Star Wars,Seasonal
9509-15,"Advent Calendar 2012, Star Wars (Day 14) - General Grievous Weapon Depot",2012,,Star Wars,Seasonal
9509-16,"Advent Calendar 2012, Star Wars (Day 15) - Snowtrooper",2012,4.0,Star Wars,Seasonal
9509-17,"Advent Calendar 2012, Star Wars (Day 16) - Naboo Royal Shuttle",2012,18.0,Star Wars,Seasonal
9509-18,"Advent Calendar 2012, Star Wars (Day 17) - Flash Speeder",2012,14.0,Star Wars,Seasonal
9509-19,"Advent Calendar 2012, Star Wars (Day 18) - Rebel Scout Trooper",2012,5.0,Star Wars,Seasonal
9509-2,"Advent Calendar 2012, Star Wars (Day 1) - Gungan Sub",2012,13.0,Star Wars,Seasonal
9509-20,"Advent Calendar 2012, Star Wars (Day 19) - Trade Federation AAT",2012,15.0,Star Wars,Seasonal
9509-21,"Advent Calendar 2012, Star Wars (Day 20) - General Grievous Starfighter",2012,14.0,Star Wars,Seasonal
9509-22,"Advent Calendar 2012, Star Wars (Day 21) - Super Battle Droid",2012,,Star Wars,Seasonal
9509-23,"Advent Calendar 2012, Star Wars (Day 22) - Sith Infiltrator",2012,15.0,Star Wars,Seasonal
9509-24,"Advent Calendar 2012, Star Wars (Day 23) - Snowman R2-D2",2012,8.0,Star Wars,Seasonal
9509-25,"Advent Calendar 2012, Star Wars (Day 24) - Santa Darth Maul",2012,7.0,Star Wars,Seasonal
9509-3,"Advent Calendar 2012, Star Wars (Day 2) - Gungan Soldier",2012,3.0,Star Wars,Seasonal
9509-4,"Advent Calendar 2012, Star Wars (Day 3) - Gungan Battle Depot",2012,8.0,Star Wars,Seasonal
9509-5,"Advent Calendar 2012, Star Wars (Day 4) - Star Destroyer",2012,,Star Wars,Seasonal
9509-6,"Advent Calendar 2012, Star Wars (Day 5) - Trade Federation MTT",2012,9.0,Star Wars,Seasonal
9509-7,"Advent Calendar 2012, Star Wars (Day 6) - Battle Droid Security",2012,5.0,Star Wars,Seasonal
9509-8,"Advent Calendar 2012, Star Wars (Day 7) - Naboo Starfighter",2012,16.0,Star Wars,Seasonal
9509-9,"Advent Calendar 2012, Star Wars (Day 8) - Vulture Droid",2012,9.0,Star Wars,Seasonal
951-1,Bulldozer,1979,,Expert Builder,Technic
951178-1,Basic Bricks,1987,18.0,Universal Building Set,Educational and Dacta
951-2,Lego TC logo Starter Pack,1988,,Technic,Educational and Dacta
9515-1,Malevolence,2012,1098.0,Star Wars Clone Wars,Star Wars
9516-1,Jabba’s Palace,2012,,Star Wars Episode 4/5/6,Star Wars
952-1,Tractor,1978,,Expert Builder,Technic
9525-1,Pre Vizsla's Mandalorian Fighter,2012,,Star Wars Clone Wars,Star Wars
9526-1,Palpatine’s Arrest,2012,646.0,Star Wars Episode 3,Star Wars
9530-1,Letters Set,2008,,Educational and Dacta,Educational and Dacta
9531-1,Numbers and Mosaics Set,2008,352.0,Educational and Dacta,Educational and Dacta
954-1,Sky Copter,1978,364.0,Expert Builder,Technic
9544-1,Math Machines Set,2006,,Educational and Dacta,Educational and Dacta
955-1,Mobile Crane,1979,512.0,Expert Builder,Technic
9551-1,Kendo Cole,2012,,Ninjago,Ninjago
9552-1,Lloyd Garmadon,2012,26.0,Ninjago,Ninjago
9553-1,Jay ZX,2012,,Ninjago,Ninjago
9554-1,Zane ZX,2012,,Ninjago,Ninjago
9555-1,Mezmo,2012,,Ninjago,Ninjago
9556-1,Bytar,2012,25.0,Ninjago,Ninjago
9557-1,Lizaru,2012,25.0,Ninjago,Ninjago
9558-1,Training Set,2012,218.0,Ninjago,Ninjago
956-1,Auto Chassis,1978,,Expert Builder,Technic
9561-1,Kai ZX,2012,,Ninjago,Ninjago
9562-1,Lasha,2012,21.0,Ninjago,Ninjago
9563-1,Kendo Zane,2012,,Ninjago,Ninjago
9564-1,Snappa,2012,,Ninjago,Ninjago
9566-1,Samurai X,2012,,Ninjago,Ninjago
9567-1,Fang-Suei,2012,21.0,Ninjago,Ninjago
9569-1,Spitta,2012,20.0,Ninjago,Ninjago
9570-1,NRG Jay,2012,,Ninjago,Ninjago
9571-1,Fangdam,2012,19.0,Ninjago,Ninjago
9572-1,NRG Cole,2012,15.0,Ninjago,Ninjago
9573-1,Slithraa,2012,,Ninjago,Ninjago
9574-1,Lloyd ZX,2012,18.0,Ninjago,Ninjago
9579-1,Starter Set,2012,,Ninjago,Ninjago
9580-1,WeDo Robotics Construction Set,2009,157.0,Educational and Dacta,Educational and Dacta
9581-1,WeDo Robotics USB Hub,2009,1.0,WeDo,Educational and Dacta
9583-1,WeDo Robotics Motion Sensor,2009,1.0,WeDo,Educational and Dacta
9584-1,WeDo Robotics Tilt Sensor,2009,,WeDo,Educational and Dacta
9585-1,LEGO® Education WeDo Resource Set,2009,326.0,WeDo,Educational and Dacta
9590-1,NRG Zane,2012,,Ninjago,Ninjago
9591-1,Weapon Pack,2012,,Ninjago,Ninjago
9594-1,Green City,2011,1356.0,Mindstorms,Educational and Dacta
960-1,Power Pack,1978,,Expert Builder,Technic
9604-1,LEGO TECHNIC and Pneumatic elements,1992,,Technic,Technic
9605-1,4.5V Technic Resource Set,1990,1534.0,Supplemental,Educational and Dacta
9607-1,Technology Activity Set,1994,318.0,Technic,Educational and Dacta
9608-1,Teacher's Guide for Technology Group Activity Set,1994,,Technic,Educational and Dacta
9609-1,Technology Resource Set,1995,,Technic,Technic
9610-1,Gear Set,1993,76.0,Technic,Technic
961-1,Expert Builder/Gear Parts,1978,78.0,Expert Builder,Technic
9612-1,Lever Set,1993,63.0,Technic,Technic
9614-1,Pulley Set,1995,,Technic,Technic
9615-1,Motor Add-On for Simple Mechanisms,1997,3.0,Technic,Technic
9616-1,Wheels and Axles Mini Set,1995,82.0,Technic,Educational and Dacta
9617-1,Pneumatics I: Introduction to Air Power Set,1997,,Technic,Technic
9618-1,Structures Set,1997,,Technic,Educational and Dacta
9628-1,Mechanisms Power Add-On Set,2008,3.0,Supplemental,Educational and Dacta
9630-1,Simple Mechanisms Set,1997,218.0,Technic,Technic
9631-1,Simple and Motorized Machines Activity Pack,1997,,Technic,Educational and Dacta
9632-1,Science & Technology Base Set,2006,352.0,Technic,Educational and Dacta
9633-1,Advanced Air Power Set,1999,,Technic,Technic
9636-1,Solar Add-on,2000,3.0,Technic,Technic
9637-1,Speed Computer Add-on,2000,2.0,Technic,Technic
9640-1,Gears Classroom Pack,1994,0.0,Technic,Educational and Dacta
964-1,"10 building plates 2 x 8, 4 x 8, 6 x 8",1969,10.0,Supplemental,Classic
9641-1,Mechanisms Pneumatics Add-On Set,2008,31.0,Supplemental,Educational and Dacta
9642-1,Levers Classroom Pack,1994,,Technic,Educational and Dacta
9644-1,Pulley Classroom Pack,1994,0.0,Technic,Educational and Dacta
9645-1,Motorized Simple Machines Set,1997,2.0,Technic,Educational and Dacta
9646-1,Wheel and Axle Classroom Pack,1994,,Technic,Educational and Dacta
9648-1,Education Resource Set [NXT Supplemental Set],2006,674.0,Technic,Technic
9649-1,Technology Resource Set,2003,1154.0,Technic,Technic
9650-1,Scenery Resource Set,2002,717.0,Mindstorms,Educational and Dacta
9656-1,Early Simple Machines Set,2008,99.0,Duplo,Duplo
9657-1,FIRST LEGO League Challenge 2012 - Senior Solutions,2012,1612.0,FIRST LEGO League,FIRST LEGO League
9660-2,Motorized Mechanisms Set,2008,2.0,Technic,Educational and Dacta
9664-1,FIRST LEGO League Challenge 2013 - Nature's Fury,2013,,FIRST LEGO League,FIRST LEGO League
9665-1,Mechanical Engineering Set,2001,,Technic,Technic
9667-1,Solar Panel,2010,1.0,Supplemental,Educational and Dacta
9668-1,Energy Display,2010,1.0,Supplemental,Educational and Dacta
9669-1,Electric Battery Box 9V 150 mAh (Rechargeable),2010,,Supplemental,Educational and Dacta
9670-1,E-Motor with Gear Reduction Ratio 9.5 : 1,2010,,Supplemental,Educational and Dacta
9674-1,Naboo Starfighter & Naboo,2012,,Star Wars Episode 1,Star Wars
9675-1,Sebulba's Podracer & Tatooine,2012,80.0,Star Wars Episode 1,Star Wars
9676-1,TIE Interceptor & Death Star,2012,65.0,Star Wars Episode 4/5/6,Star Wars
9677-1,X-wing Starfighter & Yavin 4,2012,77.0,Planet Series 2,Star Wars
9678-1,Twin-pod Cloud Car & Bespin,2012,78.0,Planet Series 2,Star Wars
9679-1,AT-ST & Endor,2012,,Planet Series 2,Star Wars
9681-1,eLAB Renewable Energy Set,1999,,eLAB,Educational and Dacta
9684-1,Renewable Energy Set II,2003,732.0,Technic,Technic
9685-1,Green Car Set,2003,,Technic,Technic
9686-1,Simple and Motorized Mechanisms Base Set,2009,400.0,Educational and Dacta,Educational and Dacta
9688-1,Renewable Energy Add-On Set,2010,,Supplemental,Educational and Dacta
9689-1,Simple Machines Set,2009,194.0,WeDo,Educational and Dacta
9693-1,"Rechargeable Battery for Lego Mindstorms NXT, DC plug",2010,,NXT,Mindstorms
9694-1,NXT Color Sensor,2010,,NXT,Mindstorms
9695-1,Mindstorms Education Resource Set,2010,816.0,NXT,Mindstorms
9696-1,FIRST LEGO League Challenge 2010 - Body Forward v46,2010,,FIRST LEGO League,FIRST LEGO League
9697-1,FIRST LEGO League Challenge 2011 - Food Factor,2011,,FIRST LEGO League,FIRST LEGO League
9698-1,FIRST LEGO League Challenge 2009 - Smart Move,2009,1310.0,FIRST LEGO League,FIRST LEGO League
9699-1,FIRST LEGO League Challenge 2008 - Climate Connections,2008,,FIRST LEGO League,FIRST LEGO League
970004-1,Yellow Band (Pack of 25),2002,25.0,Service Packs,Educational and Dacta
970005-1,9-Volt 1 x 2 Lamp Brick (Pack of 2),2002,,Service Packs,Educational and Dacta
970008-1,1 x 2 Red Bricks (Pack of 50),2002,50.0,Service Packs,Educational and Dacta
970009-1,1 x 2 Blue Plates (Pack of 100),2002,100.0,Service Packs,Educational and Dacta
9700-1,Technic Control Center,1987,472.0,Technic,Educational and Dacta
970010-1,Hubs Gray (Pack of 50),2002,50.0,Technic,Educational and Dacta
970017-1,14-Tooth Beveled Gears (Pack of 100),2002,,Technic,Educational and Dacta
970018-1,Gray Pulley Wheel (Pack of 50),2008,,Technic,Educational and Dacta
970021-1,Red Rover Tires and Hubs (4 tires 4 hubs),2002,8.0,Service Packs,Educational and Dacta
970028-1,Shock Absorber (Pack of 10),2002,,Technic,Educational and Dacta
970030-1,Lift Arm (Pack of 50),2002,,Technic,Educational and Dacta
970036-1,2 x 2 Angle Plate (Pack of 25),2002,25.0,Service Packs,Educational and Dacta
970039-1,Lever Arm (Pack of 50),2002,50.0,Technic,Educational and Dacta
970040-1,Caterpillar Hub and Tread (Set of 2 treads 4 Hubs),2002,,Service Packs,Educational and Dacta
970041-1,128 MM Connecting Leads (Pack of 3),2002,,Technic,Educational and Dacta
970042-1,Piston Rod (Pack of 75),2002,,Technic,Educational and Dacta
970043-1,Small Half Beam (Pack of 100),2002,100.0,Technic,Educational and Dacta
970047-1,Large Tire and Hub (2 tires 2 hubs),2002,4.0,Service Packs,Educational and Dacta
970098-1,Special Elements for Control Lab Set,2001,,Technic,Technic
970-1,Lighting Bricks,1978,,Supplemental,Universal Building Set
9701-1,Control Lab Building Set,1995,565.0,Technic,Technic
970110-1,Pneumatic T-Pieces (Pack of 25),2002,25.0,Technic,Educational and Dacta
970111-1,Large Lawn Tire & Hub (4 tires 4 hubs),2002,8.0,Service Packs,Educational and Dacta
970112-1,Small Lawn Tire & Hub (4 tires 4 hubs),2002,8.0,Service Packs,Educational and Dacta
970113-1,Tire Pack (Set of 8),2002,8.0,Service Packs,Educational and Dacta
970115-1,1280 mm Connecting Leads (Pack of 3),2002,3.0,Technic,Educational and Dacta
970116-1,12 Tooth Double Bevel Gears (Pack of 25),2002,,Technic,Educational and Dacta
970117-1,Pneumatic Hand Pump (Pack of 2),2002,,Technic,Educational and Dacta
970118-1,Pneumatic Cylinder (Set of 2 small),2002,2.0,Technic,Educational and Dacta
970119-1,Pneumatic Tubing Service Pack,2002,2.0,Technic,Educational and Dacta
970120-1,Black Bands (Pack of 50),2002,25.0,Service Packs,Educational and Dacta
970121-1,Red Bands (Pack of 25),2002,,Service Packs,Educational and Dacta
970122-1,Small White Bands (Pack of 24),2002,24.0,Service Packs,Educational and Dacta
970-2,47 1/3 elements (plates),1969,,Supplemental,Classic
9702-1,Control System Building Set,1993,222.0,Technic,Technic
970600-1,1 x 2 Plate with Slides (Pack of 100),2002,100.0,Service Packs,Educational and Dacta
970601-1,Small Pulleys (Pack of 100),2002,,Technic,Educational and Dacta
970602-1,Bushings (Pack of 100),2002,,Technic,Educational and Dacta
970603-1,Connector Pegs (Pack of 100),2002,100.0,Technic,Educational and Dacta
970604-1,Friction Connector Pegs (Pack of 100),2002,,Technic,Educational and Dacta
970605-1,Long Black Connector Pegs (Pack of 100),2002,100.0,Technic,Educational and Dacta
970606-1,Connector Pegs with Axles (Pack of 100),2002,100.0,Technic,Educational and Dacta
970607-1,Connector Pegs with Knobs (Pack of 100),2002,100.0,Technic,Educational and Dacta
970608-1,Connector Pegs (Pack of 100),2002,,Technic,Educational and Dacta
970609-1,2-Stud Axles with Grooves (Pack of 100),2002,100.0,Technic,Educational and Dacta
970610-1,3-Stud Axles (Pack of 100),2002,100.0,Technic,Educational and Dacta
970611-1,Cross Axles with Knobs (Pack of 100),2002,100.0,Technic,Educational and Dacta
970612-1,4-Stud Axles (Pack of 50),2002,50.0,Technic,Educational and Dacta
970613-1,5-Stud Axles (Pack of 50),2002,50.0,Technic,Educational and Dacta
970614-1,6-Stud Axles (Pack of 50),2002,50.0,Technic,Educational and Dacta
970615-1,8-Stud Axles (Pack of 50),2002,50.0,Technic,Educational and Dacta
970616-1,10-Stud Axles (Pack of 50),2002,50.0,Technic,Educational and Dacta
970617-1,12-Stud Axles (Pack of 50),2002,50.0,Technic,Educational and Dacta
970618-1,Axle Extenders (Pack of 50)  {Axle Joiners},2002,,Technic,Educational and Dacta
970619-1,Catches {Technic Pole Reverser Handles},2002,,Technic,Educational and Dacta
970620-1,8 Tooth Gears (Pack of 100) 'Spur' Gears,2002,100.0,Technic,Educational and Dacta
970621-1,12 Tooth Bevel Gears (Pack of 50),2002,,Technic,Educational and Dacta
970622-1,16 Tooth Gears (Pack of 50),2002,50.0,Technic,Educational and Dacta
970623-1,20 Tooth Double Bevel Gears (Pack of 25),2002,25.0,Technic,Educational and Dacta
970624-1,24-Tooth Crown Gears,2003,50.0,Technic,Educational and Dacta
970625-1,24 Tooth Gears (Pack of 50),2002,50.0,Technic,Educational and Dacta
970626-1,Technic Clutches,2003,10.0,Technic,Educational and Dacta
970627-1,40 Tooth Gears (Pack of 25),2002,25.0,Technic,Educational and Dacta
970628-1,Cross Blocks (Pack of 50),2002,50.0,Technic,Educational and Dacta
970629-1,Catches with Cross Holes (Pack of 50),2002,,Technic,Educational and Dacta
970630-1,Pulleys (For micromotor pack of 10),2002,,Technic,Educational and Dacta
970631-1,Bricks with Cross (axle) Holes (Pack of 50),2002,,Technic,Educational and Dacta
970632-1,1 x 2 Beams,2002,,Technic,Educational and Dacta
970633-1,1 x 4 Beams,2002,30.0,Technic,Educational and Dacta
970634-1,1 x 6 Beams,2002,,Technic,Educational and Dacta
970635-1,1 x 8 Beams,2002,20.0,Technic,Educational and Dacta
970636-1,1 x 10 Beams,2002,20.0,Technic,Educational and Dacta
970637-1,1 x 12 Beams,2002,10.0,Technic,Educational and Dacta
970638-1,1 x 16 Beams,2002,10.0,Technic,Educational and Dacta
970639-1,2 x 2 Skid Plates (Pack of 50),2002,,Service Packs,Educational and Dacta
970640-1,Tacho Wheels (Pack of 20),2002,20.0,Technic,Educational and Dacta
970641-1,Gear Casings (Pack of 10 contained 20 prior to 2005 Dacta catalog),2002,,Technic,Educational and Dacta
970643-1,Bobbins {Technic Reels},2002,25.0,Technic,Educational and Dacta
970645-1,Chain Links,2003,,Technic,Educational and Dacta
970646-1,Gear Blocks (Pack of 5),2002,5.0,Technic,Educational and Dacta
970653-1,Pole Reversing Switch,2003,1.0,Service Packs,Educational and Dacta
970654-1,9-Volt Connecting Leads (One each of 128mm 256 mm 1280 mm),2002,3.0,Technic,Educational and Dacta
970658-1,Air Storage Tanks,2002,,Technic,Educational and Dacta
970659-1,Pneumatic Parts,2002,5.0,Technic,Educational and Dacta
970660-1,O-Ring and Pulley Wheels,2002,50.0,Technic,Educational and Dacta
970661-1,Skeleton and Ghost for Amusement Park Set,2002,70.0,Service Packs,Educational and Dacta
970662-1,Steering Wheels (Pack of 25),2002,25.0,Technic,Educational and Dacta
970663-1,Pneumatic Switch (Pack of 5),2002,,Technic,Educational and Dacta
970665-1,Universal Joints (Pack of 10),2002,10.0,Technic,Educational and Dacta
970669-1,Special Elements for Simple Machines Set,2002,49.0,Service Packs,Educational and Dacta
970670-1,Special Elements for Team Challenge Set,2002,,Service Packs,Educational and Dacta
970671-1,Special Elements for Cities and Transportation Set,2002,,Service Packs,Educational and Dacta
970672-1,Special Elements for Amusement Park Set,2002,,Service Packs,Educational and Dacta
970673-1,Special Elements for ROBO Technology Set,2002,71.0,Service Packs,Educational and Dacta
970674-1,Car Project Set,2002,,Service Packs,Educational and Dacta
970675-1,House Project Set,2002,,Service Packs,Educational and Dacta
970676-1,Bug Project Set,2002,83.0,Service Packs,Educational and Dacta
970677-1,Gadget Project Set,2002,,Service Packs,Educational and Dacta
970678-1,Special Elements for eLAB Renewable Energy Set,2002,315.0,Service Packs,Educational and Dacta
970679-1,Special Elements For Mechanical Engineering Set,2004,130.0,Service Packs,Educational and Dacta
970680-1,Special Elements for Early Simple Machines Set,2002,19.0,Service Packs,Educational and Dacta
970683-1,Black Plates - Large Package,2002,165.0,Service Packs,Educational and Dacta
970684-1,Wheels (Tires hubs axle plates and bricks),2002,184.0,Service Packs,Educational and Dacta
970686-1,Roof Tiles,2002,180.0,Service Packs,Educational and Dacta
970687-1,Team Challenge Upgrade Kit,2002,95.0,Service Packs,Educational and Dacta
9707-1,Intelligent House Building Set,1996,164.0,Technic,Technic
9709-1,RCX Programmable Brick,1998,1.0,Technic,Technic
971-1,52 flat tile bricks,1969,156.0,Supplemental,Classic
9713-1,Infrared Transmission Tower,1998,,RCX,Educational and Dacta
9719-1,"Robotics Invention System, Version 1.0",1998,,RCX,Mindstorms
9723-1,Cities and Transportation,2000,394.0,Technic,Technic
9725-1,ROBOLAB Amusement Park Set,1999,248.0,RCX,Educational and Dacta
9730-1,RoboSports,1998,91.0,RCX,Mindstorms
9731-1,Vision Command [RCX Digital Colour Camera],2000,139.0,RCX,Mindstorms
9732-1,Extreme Creatures,1998,,RCX,Mindstorms
9735-1,Robotics Discovery Set,1999,390.0,RCX,Mindstorms
9736-1,Exploration Mars,1999,158.0,RCX,Mindstorms
9738-1,Remote Control,1998,1.0,RCX,Mindstorms
9742-1,Photosynthesis Student Set,2008,74.0,Learning,Educational and Dacta
9743-1,Chromosomes - Student Set,2003,,Learning,Educational and Dacta
9747-1,"Robotics Invention System, Version 1.5",1999,729.0,RCX,Mindstorms
9748-1,Droid Developer Kit,1999,658.0,Star Wars,Mindstorms
9749-1,NXT Temperature Sensor,2009,1.0,NXT,Mindstorms
